TermID, Term, Freq
6915, Reykjav, 1
6916, Jesuitenkirche, 1
6917, Arbeit, 4
6918, 622, 2
6919, bling, 1
6920, 627, 1
6921, MA, 4
6922, Danforth, 1
6923, Pronunciation, 1
6924, XIII, 9
6925, handled, 6
6926, AustriaPopulated, 1
6927, habitation, 3
6928, angular, 1
6929, Donaustadt, 1
6930, VlamsWinarayWolof, 2
6931, boulevard, 2
6932, excursions, 1
6933, Bruckner, 1
6934, Minoritenkirche, 1
6935, modernism, 2
6936, households, 4
6937, stuffed, 1
6938, white, 11
6939, structures, 9
6940, speaking, 13
6941, Wiki, 1
6942, FRA, 1
6943, wieninternational, 1
6944, repatriate, 1
6945, broadcast, 3
6946, Podgorica, 1
6947, Rudolfsheim, 1
6948, copy, 9
6949, halls, 5
6950, Various, 4
6951, austro, 1
6952, investors, 2
6953, Rankings, 2
6954, gerball, 1
6955, premier, 4
6956, jewels, 3
6957, prestigious, 3
6958, Etymology, 6
6959, breakfast, 1
6960, Do, 4
6961, speakers, 6
6962, scharf, 1
6963, 2thinknow, 1
6964, Famous, 3
6965, potential, 11
6966, begin, 5
6967, 202, 9
6968, 205, 6
6969, theatre, 11
6970, opposite, 4
6971, Ottakringer, 1
6972, Kerr, 1
6973, paid, 13
6974, Styria, 3
6975, Armed, 7
6976, sunset, 1
6977, Amsterdam, 8
6978, pfel, 1
6979, shop, 4
6980, walking, 2
6981, shot, 10
6982, Political, 19
6983, bright, 3
6984, Test, 4
6985, Across, 1
6986, Southwest, 3
6987, snack, 1
6988, ensembles, 2
6989, breadcrumbs, 1
6990, proportion, 4
6991, Egon, 3
6992, gpci2, 1
6993, Concurrent, 2
6994, hectare, 1
6995, Minsk, 1
6996, Magistrat, 1
6997, Museumsquartier, 1
6998, Ottakring, 1
6999, designated, 5
7000, XIV, 9
7001, XIX, 4
7002, conjunction, 4
7003, Louie, 1
7004, AsturianuAymar, 1
7005, resource, 1
7006, lengthy, 4
7007, linksCS1, 3
7008, Kong, 4
7009, Nationalrat, 1
7010, 920, 1
7011, Allen, 8
7012, 04548, 1
7013, Monocle, 2
7014, innovative, 5
7015, 1923, 16
7016, Messerschmidt, 1
7017, wettest, 1
7018, Worldwide, 2
7019, 836, 1
7020, That, 16
7021, federal, 7
7022, 839, 2
7023, Designated, 2
7024, boundaries, 6
7025, hrende, 1
7026, 492, 3
7027, 84150, 1
7028, Johnson, 6
7029, jp, 2
7030, flow, 7
7031, killing, 6
7032, 9004, 1
7033, analyzed, 2
7034, Tiergarten, 2
7035, Messe, 3
7036, Volksoper, 1
7037, monk, 3
7038, Dassanowsky, 1
7039, Frommer, 1
7040, patrons, 1
7041, dated, 7
7042, rankings, 4
7043, railway, 7
7044, Occupied, 2
7045, comes, 9
7046, concert, 4
7047, mter, 3
7048, filtering, 1
7049, afterwards, 8
7050, Jose, 1
7051, Decision, 3
7052, venues, 3
7053, 60, 23
7054, 62, 17
7055, 64, 19
7056, spans, 2
7057, 67, 16
7058, PEF, 1
7059, Lauder, 1
7060, roysktFran, 7
7061, wien, 1
7062, locally, 3
7063, Karlsplatz, 2
7064, ndern, 1
7065, Schiele, 1
7066, 1982, 14
7067, 1033, 1
7068, Songs, 1
7069, 630, 2
7070, 632, 3
7071, enable, 2
7072, shopping, 1
7073, Neusiedlersee, 1
7074, offered, 14
7075, Meteorology, 2
7076, Boarisch, 2
7077, Districts, 4
7078, wake, 5
7079, rugby, 2
7080, Belgium2, 1
7081, case, 18
7082, Stadtbahn, 1
7083, sauce, 1
7084, wealthiest, 3
7085, single, 15
7086, admired, 5
7087, policies, 13
7088, newspaper, 9
7089, shops, 3
7090, Vindobona, 1
7091, Mercer, 1
7092, 4c3cb1dbbe6e, 1
7093, Zeitung, 6
7094, Joint, 4
7095, conferences, 4
7096, Preparatory, 3
7097, Tennis, 2
7098, coffee, 2
7099, according, 19
7100, middle, 18
7101, Stadlau, 1
7102, Holzhochhaus, 1
7103, Bar, 4
7104, Plans, 3
7105, Maroni, 1
7106, etc, 12
7107, 1890, 5
7108, Nazis, 12
7109, XXI, 2
7110, barbed, 1
7111, extended, 12
7112, centuries, 16
7113, accommodated, 4
7114, Barcelona, 3
7115, Karas, 1
7116, arose, 13
7117, changing, 5
7118, WhenWhereWh, 1
7119, Akademietheater, 1
7120, Is, 9
7121, vacant, 4
7122, Spezi, 1
7123, Latvia, 6
7124, Anteil, 1
7125, AustriaWine, 1
7126, veal, 1
7127, Sigmund, 1
7128, Wachau, 1
7129, Port, 5
7130, bodies, 10
7131, charged, 6
7132, Staatsangeh, 1
7133, redirects, 8
7134, Vikings, 1
7135, generally, 18
7136, Baxalta, 1
7137, 218, 9
7138, 219, 9
7139, 578, 4
7140, Zweite, 1
7141, rshavn, 1
7142, touch, 6
7143, speed, 7
7144, bloc, 1
7145, republic, 7
7146, bread, 7
7147, Travel, 5
7148, 2995521, 1
7149, homelands, 1
7150, Napoleonic, 10
7151, Headquarters, 8
7152, CommonsWikinewsWikiquoteWikivoyage, 2
7153, traffic, 7
7154, resourceshelf, 1
7155, furniture, 3
7156, BOKU, 1
7157, Vedunia, 1
7158, either, 20
7159, function, 7
7160, seating, 1
7161, 66, 20
7162, Stadterneuerungsfonds, 1
7163, Army, 19
7164, alternated, 2
7165, Arms, 5
7166, competition, 6
7167, Trieste, 2
7168, venue, 5
7169, eb4aa89913f6, 1
7170, Vienne, 1
7171, Marx, 3
7172, competences, 2
7173, composers, 3
7174, tube, 1
7175, 1857, 7
7176, Mozart, 4
7177, 918, 4
7178, moderate, 8
7179, measuring, 2
7180, scientific, 10
7181, sixth, 2
7182, Frankfurter, 4
7183, 1933, 15
7184, if, 29
7185, Sisi, 1
7186, 1939, 12
7187, 1938, 15
7188, Valletta, 2
7189, Netherlands1, 1
7190, origins, 11
7191, Christoph, 16
7192, jeep, 1
7193, IKT, 1
7194, slender, 2
7195, Trade, 7
7196, lithograph, 2
7197, supervised, 5
7198, road, 7
7199, burial, 2
7200, Fendrich, 1
7201, Contemporary, 8
7202, Endangered, 1
7203, fritters, 1
7204, Lumpur, 1
7205, parties, 16
7206, Ljubljana, 1
7207, Nu, 2
7208, Katholiken, 1
7209, prepare, 7
7210, racist, 3
7211, Kiss, 1
7212, Millstreet, 1
7213, Salzkammergut, 1
7214, Arch, 3
7215, fish, 2
7216, Kremayr, 1
7217, 751, 2
7218, spicy, 1
7219, vested, 2
7220, duchy, 13
7221, Heldenplatz, 1
7222, 1590, 3
7223, Small, 4
7224, technologies, 2
7225, featuring, 4
7226, improved, 6
7227, potato, 1
7228, Startup, 1
7229, Neubau, 1
7230, Whoopi, 1
7231, sacks, 1
7232, Mori, 1
7233, emissions, 2
7234, politically, 13
7235, Intellect, 2
7236, 600, 8
7237, moved, 21
7238, persecution, 6
7239, 7192292, 1
7240, cream, 1
7241, Ossetia3, 1
7242, Jerzy, 1
7243, administered, 12
7244, Bundesland, 1
7245, Ankara, 1
7246, Amadeus, 2
7247, Telik, 1
7248, Law, 14
7249, Meinl, 1
7250, Chronicle, 6
7251, Gustav, 11
7252, Macedonia, 4
7253, Vororte, 1
7254, coverage, 5
7255, planners, 1
7256, Major, 14
7257, Host, 2
7258, assets, 4
7259, GeoTLD, 1
7260, dten, 1
7261, websites, 2
7262, gross, 3
7263, eT, 5
7264, roasting, 1
7265, Canada, 14
7266, medtech, 1
7267, lack, 9
7268, splitting, 1
7269, ceased, 6
7270, forged, 4
7271, talks, 6
7272, Eurostat, 1
7273, sung, 3
7274, Championship, 3
7275, Byzantine, 5
7276, participants, 6
7277, extraneous, 1
7278, spirit, 10
7279, Gestade, 1
7280, Skopje, 2
7281, afc8, 1
7282, traditionally, 4
7283, Partially, 2
7284, activities, 9
7285, Eirodziesma, 1
7286, song, 6
7287, blockade, 4
7288, fall, 15
7289, Almdudler, 1
7290, Semmering, 1
7291, Beethoven, 2
7292, 17th, 14
7293, Enzi, 1
7294, Astana, 1
7295, industrialization, 4
7296, worded, 2
7297, ologisch, 1
7298, brewery, 1
7299, Ring, 4
7300, SAE, 1
7301, economically, 3
7302, 20th, 12
7303, hring, 1
7304, abstracted, 1
7305, 197, 7
7306, Only, 13
7307, expenses, 4
7308, lkerung, 2
7309, Oberlaa, 1
7310, centering, 1
7311, 1956, 11
7312, mercer, 1
7313, Cape, 7
7314, tribute, 3
7315, multitude, 2
7316, movement, 20
7317, Lainzer, 1
7318, Finland, 12
7319, ranges, 2
7320, hubs, 1
7321, Gmeiner, 1
7322, tragedy, 1
7323, clarification, 5
7324, addictions, 1
7325, Liniengeld, 1
7326, Spritzer, 1
7327, allows, 4
7328, airport, 4
7329, Jahres, 1
7330, Hundertwasser, 1
7331, gymnasiums, 2
7332, real, 13
7333, noch, 1
7334, buses, 3
7335, BBC, 8
7336, Tarand, 1
7337, Alban, 1
7338, put, 19
7339, Cardinal, 8
7340, aimed, 8
7341, 1909, 7
7342, chunks, 1
7343, 1904, 6
7344, 1903, 6
7345, 1900, 9
7346, 1901, 2
7347, conventional, 6
7348, attackers, 2
7349, Lexikon, 5
7350, Vilnius, 3
7351, Fritz, 6
7352, cultivation, 1
7353, amenities, 1
7354, minor, 14
7355, Neustift, 1
7356, flat, 2
7357, VET, 1
7358, knows, 2
7359, Erich, 5
7360, readers, 3
7361, Morocco, 3
7362, Wienerlieder, 1
7363, commander, 13
7364, producing, 8
7365, huatlDorerin, 2
7366, Henkel, 2
7367, Winners, 1
7368, Russia3, 1
7369, hlau, 2
7370, SS, 9
7371, SP, 1
7372, coalition, 10
7373, Bahn, 4
7374, SK, 1
7375, 1970ern, 1
7376, budgets, 2
7377, den, 13
7378, Brot, 1
7379, 741, 3
7380, Stadion, 3
7381, cubist, 1
7382, IBM, 2
7383, share, 11
7384, rkenschanzpark, 1
7385, sphere, 5
7386, Compromise, 3
7387, arise, 1
7388, ist, 3
7389, Parliament, 7
7390, Yor, 6
7391, vindo, 1
7392, businessinsider, 1
7393, mischen, 2
7394, Eurobowl, 1
7395, Bezirkshauptmannschaften, 1
7396, ensemble, 3
7397, Dreams, 1
7398, 619, 3
7399, ft, 4
7400, 616, 4
7401, Israel, 6
7402, Foreign, 13
7403, reflect, 9
7404, Meidling, 1
7405, Klosterneuburg, 1
7406, Favianis, 1
7407, OR, 1
7408, Cafe, 1
7409, bastions, 1
7410, supervision, 6
7411, meat, 2
7412, Votivkirche, 1
7413, responsibility, 6
7414, Democrats, 7
7415, Seal, 2
7416, egg, 3
7417, Marathon, 1
7418, Deportation, 2
7419, Donaukanal, 1
7420, Wehrmacht, 8
7421, Hernals, 1
7422, JFDI, 1
7423, Forces, 6
7424, 494, 3
7425, 495, 2
7426, Where, 6
7427, Stefan, 4
7428, differed, 6
7429, Brussels, 6
7430, might, 14
7431, Portugal, 15
7432, Nouveau, 2
7433, seeking, 8
7434, HornjoserbsceHrvatskiIdoIlokanoBahasa, 1
7435, Erd, 1
7436, framework, 8
7437, Era, 8
7438, Vatican, 7
7439, Ban, 3
7440, Hallstatt, 1
7441, bednights, 1
7442, Classicism, 2
7443, AustriaWorld, 1
7444, products, 7
7445, Vella, 1
7446, netoVeps, 3
7447, Herzegovina, 2
7448, accommodates, 2
7449, legend, 5
7450, Sport, 4
7451, Global, 12
7452, aims, 7
7453, autonomously, 1
7454, Lobau, 2
7455, reduce, 11
7456, EN, 2
7457, phrases, 2
7458, beyond, 10
7459, 175, 10
7460, Staatsoper, 1
7461, Liszt, 1
7462, remodelling, 1
7463, Viktor, 9
7464, Report, 10
7465, Kalbsschnitzel, 1
7466, Viennois, 1
7467, Heurigen, 1
7468, Steinhof, 1
7469, pub, 2
7470, base, 14
7471, Collier, 3
7472, EU, 3
7473, Heuriger, 1
7474, Boston, 9
7475, persists, 1
7476, fruit, 2
7477, Legionslagers, 1
7478, Ex, 2
7479, contingency, 1
7480, Stammersdorf, 1
7481, Economist, 5
7482, partnerships, 1
7483, pronunciations, 1
7484, MelayuM, 4
7485, Wotrubakirche, 1
7486, statue, 2
7487, radical, 8
7488, nach, 5
7489, feet, 7
7490, aboutViennaat, 1
7491, 1875, 7
7492, 1873, 6
7493, Corruption, 2
7494, arbitration, 3
7495, 976, 3
7496, Transportation, 1
7497, Ausserer, 1
7498, regulation, 4
7499, 181, 7
7500, passed, 15
7501, dealing, 3
7502, Belgium, 10
7503, n79018895, 1
7504, Bregenz, 1
7505, Rathaus, 1
7506, XI, 11
7507, secretariat, 2
7508, XE, 1
7509, 1919, 15
7510, XX, 5
7511, 1910, 8
7512, 1913, 11
7513, inaugurated, 2
7514, Road, 5
7515, Gymnaestrada, 1
7516, financing, 2
7517, vcoe, 1
7518, Milchrahmstrudel, 1
7519, 867, 1
7520, recording, 7
7521, 2025, 2
7522, Myohoji, 1
7523, 2020, 2
7524, Atomic, 3
7525, stale, 1
7526, 2028, 1
7527, declare, 6
7528, interactive, 1
7529, Affairs, 11
7530, Ballet, 3
7531, Traditionally, 2
7532, skyscrapers, 2
7533, 885, 1
7534, organisations, 7
7535, Douglas, 7
7536, Orange, 6
7537, murder, 7
7538, fionn, 1
7539, Landesregierung, 1
7540, Evropa, 1
7541, Administrative, 9
7542, sell, 5
7543, lie, 2
7544, Bernardo, 3
7545, Power, 19
7546, Food, 7
7547, Iceland, 12
7548, Erlanger, 1
7549, officers, 10
7550, 2012All, 3
7551, Spirit, 6
7552, 770, 2
7553, trains, 5
7554, 778, 1
7555, Governor, 5
7556, significant, 19
7557, services, 18
7558, accepting, 4
7559, prestige, 7
7560, extremely, 9
7561, Economically, 2
7562, constitution, 9
7563, paintings, 7
7564, Institutional, 6
7565, sometimes, 15
7566, Linien, 1
7567, 1683, 5
7568, Reputable, 1
7569, 1684, 3
7570, Kulczycki, 1
7571, 1686, 4
7572, Alsergrund, 1
7573, latest, 6
7574, OGAE, 1
7575, VIENNA, 1
7576, particularly, 29
7577, Locations, 2
7578, Montenegro, 6
7579, 664, 2
7580, 660, 3
7581, session, 4
7582, businesses, 3
7583, Zither, 1
7584, stores, 3
7585, occupation, 11
7586, Ultravox, 1
7587, XV, 9
7588, Muslim, 8
7589, HoHo, 1
7590, whc, 1
7591, flaktowers, 1
7592, Jo, 4
7593, Bratwurst, 2
7594, Hummel, 1
7595, 521, 9
7596, dependent, 7
7597, connections, 4
7598, Dublin, 3
7599, reply, 1
7600, Bern, 2
7601, Canberra, 1
7602, Powerful, 1
7603, Mosser, 1
7604, Tanzquartier, 1
7605, withdrawal, 5
7606, Entirely, 1
7607, baroque, 5
7608, Zukunft, 1
7609, Tirana, 1
7610, individual, 18
7611, migration, 5
7612, Linienwall, 1
7613, alcoholic, 1
7614, Requiem, 2
7615, Grinzing, 1
7616, Sukhumi, 1
7617, Ple, 1
7618, won, 22
7619, Freedom, 16
7620, Tehran, 1
7621, rite, 3
7622, europa, 2
7623, creating, 10
7624, rbaycanca, 16
7625, premises, 4
7626, commercial, 9
7627, Capitals, 1
7628, denomination, 3
7629, Basle, 1
7630, opposition, 15
7631, genre, 5
7632, Ingeborg, 2
7633, remaining, 16
7634, restaurant, 4
7635, annual, 11
7636, Liechtenstein, 11
7637, pounded, 1
7638, 4066009, 1
7639, Commerce, 5
7640, Graham, 5
7641, experimental, 2
7642, Drinks, 1
7643, cakes, 1
7644, Dziesma, 1
7645, Turkish, 10
7646, sweet, 1
7647, Gloriette, 1
7648, Frucade, 1
7649, Gibraltar, 4
7650, village, 7
7651, decline, 11
7652, Margareten, 1
7653, strategy, 12
7654, suburbs, 2
7655, mische, 1
7656, maintenance, 5
7657, pm, 5
7658, motorized, 1
7659, partly, 15
7660, FORSCHUNG, 1
7661, Textbooks, 7
7662, ages, 5
7663, Votivpark, 1
7664, Taekwon, 1
7665, 1861, 6
7666, Academic, 8
7667, Stockholm, 5
7668, 1868, 5
7669, Feldkirch, 1
7670, sekrainer, 1
7671, Concert, 2
7672, socialist, 4
7673, expanded, 13
7674, governor, 7
7675, 30032017, 1
7676, Volkswirtschaft, 1
7677, Colm, 1
7678, artful, 1
7679, Cold, 7
7680, Cola, 1
7681, Industries, 2
7682, Wieder, 1
7683, averaging, 1
7684, Strategy, 8
7685, Burgtheater, 1
7686, numberWikipedia, 2
7687, Jewishvirtuallibrary, 1
7688, cuisine, 2
7689, chestnuts, 2
7690, 805514247, 1
7691, ckiges, 1
7692, 877, 2
7693, 874, 2
7694, Favoriten, 1
7695, Suburban, 1
7696, Beisl, 1
7697, rules, 9
7698, Descending, 1
7699, B000L3E368, 1
7700, resulting, 15
7701, 00628254, 1
7702, Entrepreneurs, 1
7703, Csendes, 1
7704, uses, 15
7705, b555, 1
7706, Reichsrat, 3
7707, Burgenland, 1
7708, Vassilakou, 1
7709, fordert, 1
7710, Son, 7
7711, Socialists, 11
7712, concrete, 1
7713, Goldberg, 2
7714, Terrace, 1
7715, theatres, 5
7716, entry, 11
7717, Quality, 1
7718, spend, 4
7719, Living, 5
7720, 769, 2
7721, Eurosong, 1
7722, Steyr, 2
7723, quarters, 6
7724, shape, 6
7725, Internet, 11
7726, Deputies, 1
7727, alternative, 8
7728, cabaret, 1
7729, Dachstein, 1
7730, Volkstheater, 1
7731, cemetery, 2
7732, horseradish, 1
7733, parents, 7
7734, 1679, 6
7735, Marino, 4
7736, guarantees, 1
7737, EuropeNUTS, 1
7738, Tito, 1
7739, Boehringer, 1
7740, march, 10
7741, 901945, 1
7742, Billy, 2
7743, marked, 16
7744, Discover, 1
7745, autumn, 5
7746, paramilitary, 6
7747, Czeike, 1
7748, excluding, 6
7749, shaped, 9
7750, Papiamentu, 2
7751, Cohen, 3
7752, capitals, 3
7753, Previews, 1
7754, communications, 3
7755, Hansard, 1
7756, tribes, 6
7757, Fine, 6
7758, essential, 8
7759, unesco, 2
7760, often, 30
7761, Bundes, 1
7762, metres, 2
7763, LISA, 1
7764, Stephansplatz, 1
7765, Culinary, 2
7766, Alps2, 1
7767, Klimt, 1
7768, broadband, 1
7769, decision, 16
7770, exceeding, 2
7771, religion, 16
7772, spritzter, 1
7773, Hundertwasserhaus, 1
7774, 1529, 6
7775, Slovene, 2
7776, authorisation, 1
7777, Economics, 9
7778, Pippal, 1
7779, quota, 2
7780, Strategies, 4
7781, Loos, 1
7782, analysing, 1
7783, Hermannskogel, 1
7784, blocs, 2
7785, Burenwurst, 1
7786, Ost, 3
7787, Kammeroper, 1
7788, militia, 5
7789, Albania, 5
7790, kV, 2
7791, 1966, 8
7792, shunned, 1
7793, Strauss, 3
7794, OPEC, 1
7795, Pronouncing, 2
7796, Millennium, 2
7797, ACV, 1
7798, Emporis, 1
7799, coffeehouses, 1
7800, Tskhinvali, 1
7801, sightseeing, 1
7802, canal, 3
7803, statistics, 9
7804, Turkey3, 1
7805, eleven, 5
7806, apartments, 3
7807, besieged, 6
7808, Tbilisi, 1
7809, Anthony, 9
7810, vendors, 1
7811, Geometer, 1
7812, Nahverkehrsoffensive, 1
7813, vienna, 1
7814, BosanskiBrezhoneg, 3
7815, Regarding, 2
7816, ffnet, 2
7817, Graben, 1
7818, considerable, 16
7819, GDP, 3
7820, Marillenkn, 1
7821, KernowekKiswahili, 1
7822, Office, 11
7823, apricot, 1
7824, liveable, 1
7825, zumindest, 1
7826, Schweinsschnitzel, 1
7827, Leon, 2
7828, offiziell, 1
7829, Technisches, 1
7830, Austrians, 5
7831, Hauptergebnisse, 1
7832, fried, 2
7833, similar, 18
7834, Lang, 5
7835, stagione, 1
7836, defined, 8
7837, metal, 5
7838, globally, 2
7839, Outside, 9
7840, parliament, 11
7841, psychoanalysis, 1
7842, 1891, 4
7843, 1892, 5
7844, charitable, 2
7845, crypt, 4
7846, AUSTRIA, 1
7847, reputation, 14
7848, UNODC, 1
7849, Stepanakert, 1
7850, Gemeinderat, 1
7851, mayonnaise, 1
7852, Man, 6
7853, Kugelmugel, 1
7854, draw, 8
7855, elements, 11
7856, Metro, 3
7857, Julius, 15
7858, Kreisky, 1
7859, luminaries, 1
7860, AP, 1
7861, allowing, 12
7862, Coca, 1
7863, Railway, 5
7864, Documentary, 4
7865, Zum, 1
7866, Ac, 3
7867, delicately, 1
7868, required, 20
7869, Peace, 27
7870, departments, 6
7871, Scots, 5
7872, Soviets, 3
7873, gv, 1
7874, code, 6
7875, partial, 2
7876, edd, 1
7877, issued, 16
7878, Veterinary, 2
7879, nuns, 3
7880, desserts, 1
7881, Stadthalle, 1
7882, Department, 10
7883, statementsInterlanguage, 1
7884, psycho, 1
7885, Isle, 4
7886, siedlungsgeschichtlichen, 1
7887, Belvedere, 1
7888, Wotruba, 1
7889, fences, 1
7890, dramatically, 8
7891, mainstream, 1
7892, organizations, 9
7893, reopened, 1
7894, EHF, 1
7895, Historisches, 5
7896, romantic, 5
7897, microbreweries, 1
7898, ICCA, 1
7899, Brigittenau, 1
7900, Oppl, 1
7901, lten, 1
7902, Directly, 2
7903, Plan, 6
7904, Zentralfriedhof, 1
7905, Simi, 4
7906, nfhaus, 1
7907, AzW, 1
7908, Index, 3
7909, booty, 2
7910, Currently, 2
7911, Zensus, 1
7912, Kapsch, 1
7913, Norway, 18
7914, Josefstadt, 1
7915, flagship, 2
7916, sausage, 2
7917, Boyd, 3
7918, Handball, 1
7919, intergovernmental, 1
7920, access, 18
7921, Blockade, 1
7922, Orf, 1
7923, America, 18
7924, Former, 10
7925, Fert, 2
7926, focuses, 4
7927, meandering, 1
7928, exchange, 12
7929, respectively, 6
7930, gathered, 11
7931, defences, 2
7932, Debating, 1
7933, Green, 8
7934, separation, 6
7935, Bezen, 1
7936, Definitions, 7
7937, invented, 5
7938, Croatian, 3
7939, Convention, 9
7940, Intelligence, 3
7941, unterzeichnet, 1
7942, survey, 5
7943, Wieden, 1
7944, spices, 1
7945, makes, 9
7946, apple, 2
7947, heart, 7
7948, 337, 3
7949, Schnitzel, 1
7950, FC, 3
7951, residences, 6
7952, FK, 1
7953, Gasometer, 1
7954, gateway, 2
7955, integrates, 1
7956, illegal, 5
7957, Hofburg, 1
7958, depicted, 8
7959, Fakes, 1
7960, NATO, 2
7961, Gruner, 1
7962, 547, 3
7963, JET, 1
7964, comparison, 5
7965, Basa, 8
7966, Wittgenstein, 2
7967, Volleyball, 1
7968, Choir, 1
7969, Eugippius, 1
7970, train, 10
7971, sharply, 6
7972, charity, 1
7973, glich, 1
7974, balls, 1
7975, nbrunn, 2
7976, Estonia, 9
7977, integrating, 4
7978, Faroe, 3
7979, 840, 5
7980, Krey, 3
7981, Bis, 1
7982, enjoying, 2
7983, island, 8
7984, ius2, 1
7985, Slavonic, 1
7986, process, 16
7987, Czerny, 1
7988, something, 8
7989, rigkeit, 1
7990, Australian, 4
7991, summers, 3
7992, HIV, 2
7993, holds, 6
7994, struggles, 6
7995, winners, 1
7996, Building, 5
7997, Donaupark, 1
7998, Rainhard, 1
7999, Philips, 1
8000, Lamarr, 1
8001, VOR, 1
8002, overridden, 1
8003, Technical, 4
8004, philosophy, 6
8005, bothered, 1
8006, Expulsion, 4
8007, Figures, 5
8008, Sarajevo, 1
8009, ethnic, 6
8010, Secession, 4
8011, Bezirksvertretung, 1
8012, Japanische, 1
8013, Baku, 2
8014, counter, 8
8015, Marcel, 6
8016, Rotes, 1
8017, Stadtr, 1
8018, subsequently, 12
8019, lined, 2
8020, rkmen, 5
8021, unbreakable, 1
8022, Nuuk, 1
8023, meter, 1
8024, halbiert, 1
8025, produced, 19
8026, 130, 10
8027, 139, 11
8028, lounge, 1
8029, negotiated, 8
8030, Voting, 2
8031, outer, 2
8032, masses, 7
8033, Ordinariate, 1
8034, weasel, 2
8035, instruments, 3
8036, adornment, 1
8037, Liesing, 1
8038, flour, 1
8039, 00546, 1
8040, 00547, 1
8041, 021, 2
8042, Moot, 1
8043, front, 22
8044, Karabakh4, 1
8045, 2030, 1
8046, masters, 6
8047, traf, 1
8048, San, 13
8049, tram, 2
8050, Geschichtewiki, 1
8051, Manhart, 1
8052, capitalsCapitals, 1
8053, traces, 2
8054, fare, 3
8055, Statistics, 7
8056, map, 12
8057, product, 3
8058, 702, 2
8059, variety, 10
8060, Treasury, 4
8061, separating, 2
8062, our, 7
8063, 86, 14
8064, 87, 15
8065, WIEN, 1
8066, skyscraper, 1
8067, mats, 1
8068, frontier, 7
8069, Aon, 1
8070, defend, 8
8071, 141, 6
8072, Agreement, 3
8073, fascist, 6
8074, etymology, 1
8075, dialectal, 1
8076, integrated, 10
8077, NordfriiskNorfuk, 2
8078, umbrella, 2
8079, wines, 2
8080, BCPopulated, 1
8081, release, 5
8082, Ball, 2
8083, Fundamental, 3
8084, Meet, 1
8085, delegated, 2
8086, nbrunner, 1
8087, Rekordergebnis, 1
8088, JawaKalaallisut, 2
8089, vineyards, 1
8090, Eurovision, 1
8091, hence, 1
8092, prehistorical, 1
8093, Longman, 7
8094, Hotel, 1
8095, 450, 6
8096, 452, 2
8097, reaches, 1
8098, 8118, 1
8099, Program, 9
8100, ties, 7
8101, arrivals, 2
8102, Wikiquote, 7
8103, Pichler, 1
8104, Timeline, 16
8105, Mobilit, 1
8106, Rathauspark, 1
8107, shell, 2
8108, Helsinki, 3
8109, Kn, 2
8110, glacis, 1
8111, majorities, 1
8112, Weltweit, 1
8113, natural, 14
8114, Zazaki, 3
8115, gegen, 1
8116, nun, 2
8117, bei, 7
8118, sectors, 6
8119, ITF, 1
8120, 15253, 1
8121, bed, 1
8122, Stroheim, 1
8123, Oslo, 2
8124, decided, 21
8125, Pristina, 1
8126, providing, 8
8127, distinguished, 7
8128, ndungen, 1
8129, drunk, 1
8130, Richard, 22
8131, comfortable, 2
8132, Steven, 9
8133, host, 7
8134, border, 14
8135, mix, 6
8136, 326, 5
8137, mit, 6
8138, UnionPopulated, 1
8139, duels, 1
8140, Statistische, 1
8141, useful, 9
8142, Ernst, 15
8143, Freud, 2
8144, class, 13
8145, rkenbelagerung, 1
8146, Kunsthistorisches, 1
8147, neashtiArpetan, 2
8148, Empress, 7
8149, Song, 4
8150, Some, 19
8151, High, 11
8152, capita, 3
8153, Wels, 1
8154, Raiffeisen, 1
8155, propulsion, 1
8156, plague, 6
8157, normally, 3
8158, atmosphere, 6
8159, agreed, 22
8160, planning, 15
8161, Wieninternational, 1
8162, Innovation, 2
8163, soldiers, 21
8164, Document, 5
8165, openings, 1
8166, OSCE, 1
8167, katholisch, 1
8168, Guide, 12
8169, bases, 3
8170, Wirtschaft, 2
8171, employed, 12
8172, Strong, 3
8173, hope, 9
8174, 995, 3
8175, Bucharest, 2
8176, Owners, 1
8177, Packard, 1
8178, abba, 1
8179, Magistratische, 1
8180, overall, 6
8181, 5140, 2
8182, Floridsdorf, 1
8183, reputations, 1
8184, 125, 10
8185, 127, 9
8186, Jasomirgott, 1
8187, Ingelheim, 1
8188, Falco, 1
8189, Because, 17
8190, Bezirke, 2
8191, Chengdu, 1
8192, Wanderers, 1
8193, teams, 5
8194, Svalbard, 2
8195, Bezirks, 1
8196, wholesale, 2
8197, Austen, 1
8198, 137, 11
8199, aspern, 1
8200, pagesUse, 4
8201, Zoo, 2
8202, legacy, 14
8203, UNIDO, 1
8204, triumphant, 1
8205, stete, 1
8206, operated, 9
8207, Kazakhstan3, 1
8208, Landscape1, 1
8209, Vorarlberg, 5
8210, HindiF, 4
8211, wire, 2
8212, emait, 9
8213, record, 10
8214, nuclear, 2
8215, XXII, 1
8216, Wvlw, 1
8217, CentralBislama, 2
8218, closed, 6
8219, Geist, 3
8220, Kolschitzky, 1
8221, comparable, 7
8222, kel, 4
8223, aruAz, 2
8224, Chi, 2
8225, beverages, 1
8226, FP, 1
8227, Friedensreich, 1
8228, Musikverein, 1
8229, key, 12
8230, Museen, 2
8231, referenceAll, 1
8232, Monaco, 3
8233, association, 11
8234, limits, 4
8235, taking, 19
8236, Ergebnisse, 1
8237, Human, 15
8238, Woods, 1
